,unet_epoch_train_loss,sia_epoch_train_loss,unet_epoch_val_loss,sia_epoch_val_loss
0,0.8944205774919588,1.5206320874308137,0.7337148302432263,0.48480754486061267
1,0.6102069077160767,0.48716114831829765,0.525543850479704,0.3567482891040995
2,0.4903467872913385,0.3937759120633458,0.4441792093443148,0.24795130443508362
3,0.4283113182237505,0.2910708063464001,0.41132058812813327,0.2145463000654071
4,0.39986289161663513,0.21203638061438132,0.3910528256586104,0.17052172930655815
5,0.3718796024612129,0.3023902926378865,0.29840307863372745,0.3627817453463759
6,0.22267112394475627,0.29111426983217037,0.1821506584458279,0.19373118363071568
7,0.1812500692499951,0.23329174950862316,0.17147955704819073,0.20814721977028702
8,0.17154855056465837,0.1946156786759399,0.16459565711292354,0.15295058575588796
9,0.16386814043733924,0.17335594051364198,0.15239719798167548,0.13431688706097072
10,0.1614896514798452,0.16683980083868813,0.15803214512539632,0.20732952890544665
11,0.15676455118909574,0.14712296142025674,0.15012081475420433,0.10220970786232379
12,0.15303202193238472,0.12745715761716314,0.15545965019952168,0.1153722721713486
13,0.15433043121903683,0.15866144460743625,0.1477975444585988,0.08247229530991601
14,0.15061987571240507,0.12961511511758167,0.14862284143314217,0.09986687999820831
15,0.14646920054310572,0.12780871241678707,0.1421552663951209,0.09366219631170458
16,0.14432242987859276,0.1201895170596604,0.14062891595742918,0.08001342335118329
17,0.15257281494890532,0.18259267560120493,0.14370410471703066,0.11811628273958324
18,0.14521304083232509,0.10855149778102094,0.13480450946724776,0.09081277086148341
19,0.14496572529028398,0.11742478972573617,0.1375947714303479,0.07947609109177045
20,0.14027184293223566,0.10865862627775906,0.1375050772771691,0.10484361318520564
21,0.13859040094559724,0.09423311780168475,0.13570295150081316,0.08709814876634035
22,0.13682153733717903,0.10711855031416091,0.13594078995061643,0.09945981202926989
23,0.13624236653528607,0.08198423751674334,0.1331446265632456,0.0574064698241667
24,0.1338170745173659,0.07299178964772803,0.1274618717531363,0.06402107143462943
25,0.1340452346328541,0.10435166545627678,0.12569700113751672,0.05442518628185
26,0.12942017886359367,0.08077460167501621,0.15084014144359212,0.08224093954186774
27,0.1340364212586409,0.10066259609585337,0.12636297884764094,0.041849773650655474
28,0.124895764470359,0.08417051039517952,0.12692229009487413,0.048716077708112836
29,0.12296977400003958,0.0833156245895578,0.11598062639435132,0.10059473688664261
30,0.1144332322665771,0.09903548344204086,0.10391241312026978,0.07618990099942721
31,0.10522599847999416,0.0812808415781653,0.09032456396204053,0.08977370715620847
32,0.09995456983753502,0.07669089718065014,0.09307820146734064,0.0814052764785508
33,0.09228981245882857,0.06729327612720029,0.08308737826618282,0.06372644622098102
34,0.09357731053989518,0.07406830612101356,0.090064335840218,0.06249860142280752
35,0.09000211834519649,0.07288386336456552,0.08252744839498491,0.05558925002792693
36,0.08632168800867043,0.056784491791337356,0.08358980071815578,0.05160106212096073
37,0.08815674832870542,0.07560450896089053,0.07889835412303607,0.06797451355186959
38,0.08419221025485538,0.059352862105604844,0.08189549601890823,0.06817395109543113
39,0.08250608652377595,0.06772852229054688,0.07702756469899957,0.04984913739484522
40,0.08078208779047472,0.0641157432407795,0.0769945415809299,0.06646105270326677
41,0.08153750794311408,0.05447647905949687,0.07561676746064966,0.062245639890258615
42,0.07925241985186579,0.052027626021173244,0.07305656667008545,0.03779790956738103
43,0.07892202471186954,0.04622116418970282,0.07360481391801979,0.04366375595621673
44,0.07801279367438625,0.05869411871865252,0.07224731632705891,0.04214002715986081
45,0.07762365928828846,0.0572458021511948,0.07630102855689598,0.029824265451782288
46,0.077512997382375,0.05442943791774255,0.07142285799438303,0.04485572617013065
47,0.07668099987144843,0.053675832554243186,0.0755438149878473,0.029332719178832813
48,0.07626734909938887,0.04409445184328414,0.06940325304414287,0.049553020602663374
49,0.07439550152957569,0.04938085259709821,0.06957194717092947,0.04458148689737255
50,0.07519412864961231,0.050216652394359254,0.07106743640068805,0.05219109277117461
51,0.07448787596117132,0.04959763747596409,0.06736834810087175,0.05425741659588607
52,0.07798206424764853,0.05949822248847067,0.06864005372379765,0.03730146435016779
53,0.0733634297798616,0.0485815959822061,0.07270130119992024,0.030929162695310253
54,0.07266998080912485,0.04023352479083307,0.07101518649495009,0.03178227341767451
55,0.071833803991175,0.043218465574773095,0.07350300049239938,0.03301421283094551
56,0.07066101097621008,0.042841955042813365,0.06990687718445604,0.04883287803566513
57,0.0700230026969165,0.04164121918256964,0.06893395993745688,0.05102052971650401
58,0.06970139458743196,0.03588101474652276,0.0649054969350497,0.04796551249042424
59,0.06970740088671769,0.05533970892678723,0.06519089142481486,0.05152746922671913
60,0.06935773550688315,0.04784480255127959,0.0664739448464278,0.03837742924802577
61,0.0689915898629745,0.04571674879179604,0.06375716637932893,0.03969175267033358
62,0.06698689252590667,0.03330030551044131,0.06524491761669968,0.02826926146133245
63,0.06614797008011708,0.032452511826404844,0.064924276462107,0.02693010188240855
64,0.07278012324310436,0.05026970013753304,0.06465411987720114,0.03640834632365181
65,0.06719321241994225,0.031261121567819516,0.06209900309190606,0.022396213792687213
66,0.06817069177772372,0.04182191279506182,0.06315425817262042,0.03749619371076174
67,0.06656240072271054,0.03419590479463055,0.0642297887666659,0.025502076838001857
68,0.06579988506378165,0.04043670430348392,0.06365269230622234,0.03588284585908818
69,0.06691874360055572,0.037304857686968104,0.06602892065138528,0.02524416141732147
70,0.06674543592004094,0.03605923703482459,0.0628816590390422,0.017843295044112837
71,0.0670773821060673,0.068824899036574,0.0658776227271918,0.052980224366466905
72,0.06535416660495022,0.03882588043371054,0.061189808628775856,0.03764880945909921
73,0.06466220933418729,0.03833789160757208,0.060771984019965836,0.04222725784421579
